CÓD. ESCOLA,DEP. ADMIN.,LOC. ESCOLA,CÓD. MUN. PROVA,NOME MUN. PROVA,CÓDIGO UF,SIGLA UF,PRESENÇA EM CN,PRESENÇA EM CH,PRESENÇA EM LC,PRESENÇA EM MT,NOTA EM CN,NOTA EM CH,NOTA EM LC,NOTA EM MT,LÍNGUA ESTRANGEIRA,STATUS REDAÇÃO,NOTA COMP. 1 RED.,NOTA COMP. 2 RED.,NOTA COMP. 3 RED.,NOTA COMP. 4 RED.,NOTA COMP. 5 RED.,NOTA FINAL REDAÇÃO
32040067.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,407.9,419.7,494.3,434.6,Espanhol,Sem problemas,100.0,120.0,100.0,80.0,80.0,480.0
,,,3205069,Venda Nova do Imigrante,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,511.3,561.7,580.2,436.7,Inglês,Sem problemas,120.0,160.0,100.0,120.0,100.0,600.0
32029306.0,2.0,1.0,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,497.6,469.1,520.4,601.1,Inglês,Sem problemas,120.0,160.0,120.0,160.0,160.0,720.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,589.9,606.0,586.7,580.1,Inglês,Sem problemas,140.0,180.0,140.0,160.0,180.0,800.0
32043686.0,2.0,1.0,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,531.3,597.8,546.4,570.3,Inglês,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
32080778.0,4.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,443.4,514.1,570.0,470.8,Inglês,Sem problemas,160.0,200.0,160.0,180.0,160.0,860.0
32040733.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,457.5,402.6,446.0,437.5,Inglês,Sem problemas,80.0,140.0,80.0,140.0,160.0,600.0
32019807.0,2.0,1.0,3200607,Aracruz,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32079230.0,2.0,1.0,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,428.3,505.0,548.2,435.2,Inglês,Sem problemas,140.0,140.0,120.0,120.0,120.0,640.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Presente,Presente,Faltou,,455.1,509.8,,Espanhol,Sem problemas,80.0,120.0,80.0,140.0,100.0,520.0
32035527.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,572.9,509.3,519.6,513.5,Inglês,Sem problemas,160.0,180.0,160.0,180.0,180.0,860.0
,,,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,541.6,504.5,549.0,612.2,Inglês,Sem problemas,120.0,120.0,120.0,120.0,160.0,640.0
,,,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,581.4,577.5,578.9,631.5,Inglês,Sem problemas,160.0,200.0,140.0,200.0,200.0,900.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32037368.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,599.8,562.0,565.7,677.5,Inglês,Sem problemas,120.0,160.0,140.0,160.0,180.0,760.0
,,,3203908,Nova Venécia,32,ES,Presente,Presente,Presente,Presente,619.5,660.0,572.7,686.6,Inglês,Sem problemas,160.0,200.0,180.0,180.0,180.0,900.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Presente,Presente,Faltou,,463.5,492.5,,Espanhol,Sem problemas,120.0,100.0,60.0,40.0,0.0,320.0
,,,3203320,Marataízes,32,ES,Presente,Presente,Presente,Presente,461.8,481.6,485.1,549.8,Espanhol,Sem problemas,100.0,120.0,100.0,120.0,120.0,560.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,633.5,615.4,572.0,669.7,Inglês,Sem problemas,160.0,200.0,200.0,160.0,180.0,900.0
32048106.0,2.0,1.0,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,370.5,338.4,407.7,456.7,Espanhol,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
32036566.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,438.5,475.6,476.3,438.8,Espanhol,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
,,,3202801,Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3200607,Aracruz,32,ES,Presente,Presente,Presente,Presente,395.4,471.7,518.4,700.5,Espanhol,Sem problemas,140.0,200.0,160.0,160.0,180.0,840.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,594.2,657.5,610.5,687.7,Inglês,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
,,,3201902,Domingos Martins,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32078501.0,1.0,1.0,3203007,Iúna,32,ES,Presente,Presente,Presente,Presente,506.7,572.5,550.8,602.2,Inglês,Sem problemas,160.0,160.0,160.0,200.0,160.0,840.0
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,577.4,539.9,584.1,603.6,Inglês,Sem problemas,180.0,200.0,200.0,200.0,180.0,960.0
32041446.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,570.4,596.8,561.6,607.2,Inglês,Sem problemas,160.0,160.0,140.0,160.0,140.0,760.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32032633.0,2.0,1.0,3204559,Santa Maria de Jetibá,32,ES,Presente,Presente,Presente,Presente,527.3,557.9,545.5,558.8,Inglês,Sem problemas,160.0,200.0,160.0,160.0,180.0,860.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,516.2,429.9,504.1,396.6,Espanhol,Sem problemas,160.0,140.0,160.0,200.0,200.0,860.0
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,503.5,560.7,570.2,502.4,Inglês,Sem problemas,120.0,120.0,100.0,120.0,80.0,540.0
32043686.0,2.0,1.0,3202405,Guarapari,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,546.1,497.0,499.0,499.8,Espanhol,Sem problemas,160.0,160.0,160.0,140.0,140.0,760.0
32038755.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,558.3,486.9,512.8,675.1,Inglês,Sem problemas,160.0,160.0,120.0,140.0,140.0,720.0
,,,3202405,Guarapari,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,472.2,577.5,556.8,521.7,Inglês,Sem problemas,140.0,160.0,140.0,120.0,120.0,680.0
32052529.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,457.0,551.6,561.1,570.8,Inglês,Sem problemas,160.0,200.0,200.0,180.0,160.0,900.0
32047002.0,2.0,1.0,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,566.3,473.7,393.0,469.6,Inglês,Sem problemas,100.0,80.0,80.0,100.0,0.0,360.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,711.0,680.0,659.4,867.4,Inglês,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
32130007.0,1.0,1.0,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,595.2,624.0,623.9,761.6,Inglês,Sem problemas,160.0,200.0,180.0,180.0,200.0,920.0
,,,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,472.1,434.3,415.6,404.1,Espanhol,Sem problemas,120.0,40.0,40.0,80.0,40.0,320.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32080867.0,2.0,1.0,3200805,Baixo Guandu,32,ES,Presente,Presente,Presente,Presente,452.1,423.8,514.4,399.2,Espanhol,Sem problemas,80.0,140.0,80.0,80.0,20.0,400.0
32039387.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,540.9,585.1,582.9,643.3,Inglês,Sem problemas,160.0,180.0,120.0,140.0,200.0,800.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,559.3,555.3,531.8,656.9,Inglês,Sem problemas,120.0,180.0,120.0,140.0,160.0,720.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,553.5,543.5,578.1,642.5,Inglês,Sem problemas,120.0,120.0,100.0,120.0,120.0,580.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,543.1,655.5,598.7,464.7,Inglês,Sem problemas,160.0,180.0,160.0,140.0,120.0,760.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,490.3,533.8,564.2,602.7,Espanhol,Sem problemas,120.0,140.0,120.0,100.0,80.0,560.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,449.5,587.4,548.0,455.3,Inglês,Sem problemas,120.0,140.0,140.0,160.0,20.0,580.0
,,,3200904,Barra de São Francisco,32,ES,Presente,Presente,Presente,Presente,432.6,507.6,539.7,518.1,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,80.0,560.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,708.2,721.6,666.9,813.9,Inglês,Sem problemas,160.0,200.0,200.0,200.0,200.0,960.0
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,626.2,680.4,634.7,731.9,Inglês,Sem problemas,160.0,180.0,160.0,200.0,160.0,860.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,625.3,692.6,658.9,678.3,Inglês,Sem problemas,160.0,180.0,200.0,200.0,200.0,940.0
32078722.0,2.0,1.0,3204906,São Mateus,32,ES,Faltou,Presente,Presente,Faltou,,0.0,363.5,,Inglês,Sem problemas,120.0,120.0,120.0,140.0,160.0,660.0
32078498.0,1.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,677.1,719.5,640.1,732.3,Inglês,Sem problemas,180.0,200.0,180.0,200.0,200.0,960.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,376.4,526.2,537.1,468.7,Inglês,Sem problemas,120.0,180.0,100.0,120.0,120.0,640.0
32035039.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,391.1,346.8,434.9,450.1,Espanhol,Fuga ao tema,0.0,0.0,0.0,0.0,0.0,0.0
,,,3200102,Afonso Cláudio,32,ES,Presente,Presente,Presente,Presente,433.0,547.2,543.9,383.9,Inglês,Sem problemas,140.0,180.0,140.0,120.0,140.0,720.0
32040725.0,2.0,1.0,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32044747.0,2.0,1.0,3200409,Anchieta,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32063512.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,581.2,571.7,542.0,656.3,Inglês,Sem problemas,160.0,180.0,140.0,160.0,120.0,760.0
32083343.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,567.1,508.2,591.5,644.6,Inglês,Sem problemas,140.0,180.0,140.0,180.0,200.0,840.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32046901.0,2.0,1.0,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,601.2,601.3,604.4,602.1,Espanhol,Sem problemas,160.0,180.0,160.0,180.0,200.0,880.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,608.5,592.7,591.9,644.4,Inglês,Sem problemas,140.0,80.0,80.0,100.0,0.0,400.0
32079583.0,1.0,2.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,665.1,610.0,617.7,697.3,Inglês,Sem problemas,120.0,140.0,140.0,120.0,200.0,720.0
,,,3203320,Marataízes,32,ES,Presente,Presente,Presente,Presente,540.1,520.7,552.2,464.0,Espanhol,Sem problemas,120.0,120.0,60.0,120.0,100.0,520.0
32034016.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,472.0,549.5,540.6,423.7,Espanhol,Sem problemas,140.0,180.0,140.0,120.0,180.0,760.0
32010800.0,1.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,664.8,680.6,637.5,654.8,Inglês,Sem problemas,160.0,200.0,160.0,180.0,160.0,860.0
,,,3201506,Colatina,32,ES,Faltou,Presente,Presente,Faltou,,532.8,536.4,,Espanhol,Sem problemas,160.0,180.0,180.0,160.0,160.0,840.0
32052081.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,552.4,565.9,514.6,521.8,Inglês,Sem problemas,160.0,180.0,140.0,140.0,140.0,760.0
,,,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,471.3,503.4,540.8,622.9,Inglês,Sem problemas,100.0,120.0,80.0,120.0,0.0,420.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3200201,Alegre,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205069,Venda Nova do Imigrante,32,ES,Presente,Presente,Presente,Presente,441.3,559.5,530.1,662.1,Inglês,Sem problemas,120.0,120.0,120.0,140.0,100.0,600.0
32035527.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,577.5,630.7,559.6,650.3,Inglês,Sem problemas,140.0,180.0,160.0,180.0,180.0,840.0
32037791.0,2.0,1.0,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,491.0,478.6,507.3,590.4,Inglês,Sem problemas,140.0,140.0,120.0,140.0,140.0,680.0
32036582.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,449.5,543.3,549.6,402.7,Espanhol,Sem problemas,160.0,160.0,140.0,160.0,200.0,820.0
32030177.0,2.0,1.0,3205069,Venda Nova do Imigrante,32,ES,Faltou,Presente,Presente,Faltou,,392.1,523.9,,Espanhol,Sem problemas,120.0,160.0,100.0,140.0,80.0,600.0
32034652.0,2.0,1.0,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,474.2,552.2,562.6,571.0,Inglês,Sem problemas,120.0,180.0,120.0,120.0,160.0,700.0
32039352.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,531.2,575.7,547.5,521.3,Espanhol,Sem problemas,140.0,140.0,120.0,120.0,100.0,620.0
32041640.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,466.2,549.4,550.4,600.4,Inglês,Sem problemas,120.0,160.0,120.0,140.0,200.0,740.0
32059906.0,2.0,1.0,3202801,Itapemirim,32,ES,Presente,Presente,Presente,Presente,445.5,393.8,486.8,576.5,Espanhol,Sem problemas,120.0,140.0,100.0,120.0,100.0,580.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,480.2,578.8,504.4,490.5,Inglês,Sem problemas,140.0,120.0,140.0,160.0,160.0,720.0
32035004.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,423.3,397.1,448.8,389.3,Espanhol,Sem problemas,100.0,120.0,100.0,80.0,40.0,440.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,604.3,648.1,640.3,769.4,Inglês,Sem problemas,120.0,200.0,120.0,160.0,200.0,800.0
32038496.0,2.0,1.0,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32037368.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,425.5,323.4,403.7,396.3,Inglês,Sem problemas,100.0,40.0,60.0,80.0,20.0,300.0
32037163.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,409.0,596.6,540.0,431.8,Inglês,Sem problemas,100.0,120.0,100.0,120.0,0.0,440.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,493.7,577.2,545.8,473.9,Espanhol,Sem problemas,140.0,180.0,160.0,200.0,200.0,880.0
,,,3200409,Anchieta,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32036582.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,411.2,470.5,530.5,480.5,Inglês,Sem problemas,120.0,120.0,120.0,80.0,120.0,560.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,523.6,670.2,631.1,720.3,Inglês,Sem problemas,160.0,180.0,160.0,160.0,180.0,840.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,407.3,523.7,498.8,381.6,Espanhol,Sem problemas,120.0,200.0,120.0,140.0,140.0,720.0
32016387.0,2.0,1.0,3201605,Conceição da Barra,32,ES,Presente,Presente,Presente,Presente,411.7,461.9,459.3,483.1,Inglês,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,636.3,587.9,579.0,630.5,Inglês,Sem problemas,120.0,160.0,140.0,160.0,180.0,760.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,544.8,557.7,557.5,658.0,Espanhol,Sem problemas,160.0,200.0,180.0,200.0,180.0,920.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,494.5,592.8,565.5,643.6,Inglês,Sem problemas,140.0,180.0,140.0,160.0,180.0,800.0
32037260.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,374.0,408.6,400.2,421.8,Espanhol,Sem problemas,100.0,80.0,40.0,60.0,0.0,280.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32036582.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,581.5,604.4,588.5,640.2,Inglês,Sem problemas,140.0,200.0,120.0,180.0,180.0,820.0
,,,3205002,Serra,32,ES,Faltou,Eliminado,Eliminado,Faltou,,,,,Inglês,,,,,,,
,,,3200607,Aracruz,32,ES,Presente,Presente,Presente,Presente,512.9,549.0,561.8,548.6,Inglês,Sem problemas,140.0,140.0,140.0,160.0,180.0,760.0
,,,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,373.1,557.8,498.8,555.7,Espanhol,Sem problemas,140.0,180.0,160.0,180.0,180.0,840.0
32044950.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,396.3,491.8,486.8,454.8,Espanhol,Sem problemas,120.0,100.0,120.0,120.0,60.0,520.0
,,,3204559,Santa Maria de Jetibá,32,ES,Presente,Presente,Presente,Presente,431.8,419.0,345.4,506.8,Espanhol,Sem problemas,120.0,160.0,120.0,120.0,80.0,600.0
32033486.0,1.0,2.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,424.8,448.6,494.8,512.5,Espanhol,Sem problemas,100.0,160.0,140.0,120.0,120.0,640.0
32006349.0,2.0,1.0,3203908,Nova Venécia,32,ES,Presente,Presente,Presente,Presente,554.8,552.0,555.2,630.6,Inglês,Sem problemas,120.0,180.0,120.0,180.0,160.0,760.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,603.8,614.4,636.0,630.9,Inglês,Sem problemas,140.0,160.0,120.0,160.0,200.0,780.0
32083343.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,456.9,522.9,532.1,546.6,Inglês,Sem problemas,140.0,160.0,140.0,180.0,140.0,760.0
,,,3205002,Serra,32,ES,Faltou,Eliminado,Eliminado,Faltou,,,,,Espanhol,,,,,,,
32037163.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,564.6,490.0,468.6,470.8,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,80.0,560.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,581.8,557.8,516.6,643.7,Inglês,Sem problemas,120.0,180.0,120.0,140.0,180.0,740.0
,,,3204104,Pinheiros,32,ES,Faltou,Presente,Presente,Faltou,,495.1,518.9,,Inglês,Sem problemas,120.0,160.0,100.0,100.0,100.0,580.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,455.1,581.3,565.4,602.8,Inglês,Sem problemas,160.0,140.0,140.0,160.0,140.0,740.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201506,Colatina,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,562.3,592.5,633.6,626.1,Inglês,Sem problemas,120.0,120.0,140.0,160.0,160.0,700.0
32102003.0,1.0,1.0,3203130,João Neiva,32,ES,Presente,Presente,Presente,Presente,536.8,545.1,493.7,536.5,Espanhol,Sem problemas,180.0,160.0,140.0,180.0,180.0,840.0
32005652.0,2.0,1.0,3203908,Nova Venécia,32,ES,Presente,Presente,Presente,Presente,365.3,386.0,460.6,442.4,Espanhol,Sem problemas,140.0,160.0,120.0,120.0,80.0,620.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,570.4,546.0,556.0,594.9,Inglês,Sem problemas,100.0,120.0,120.0,120.0,20.0,480.0
32075979.0,1.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,598.3,595.3,630.2,768.9,Inglês,Sem problemas,100.0,160.0,120.0,160.0,80.0,620.0
